t_no,date,day,time,cusno,product,price,quantity,amount,gender,age,region,year
8165,2021-12-15,수,3,301,30,41801.11132291897,141.25497180620624,5904614.801387008,1,16,8,2021
8721,2021-06-06,일,10,301,20,62292.16186598118,198.8628578388072,12387597.329626584,1,16,8,2021
28,2021-11-19,금,17,62,10,58558.4419354917,179.28194089767533,10498471.126138777,0,33,9,2021
1223,2021-07-27,화,14,62,20,47213.2777029514,191.1017275992029,9022538.934654936,0,33,9,2021
1813,2020-10-04,일,12,62,30,56723.72180180625,180.10357968908963,10216145.34979336,0,33,9,2020
1918,2020-09-24,목,2,62,10,50263.677392194135,225.6303975596265,11341013.512809573,0,33,9,2020
2807,2020-01-03,금,23,62,30,57344.22892543744,189.1145738076121,10844629.413560243,0,33,9,2020
4654,2021-04-03,토,12,62,20,65131.406146771405,171.47542904013352,11168435.813004816,0,33,9,2021
5409,2021-11-04,목,18,62,20,78245.31485682538,219.2510237682256,17155365.387426116,0,33,9,2021
5741,2021-07-01,목,8,62,20,38163.01734997032,184.25449352062893,7031707.433037756,0,33,9,2021
6882,2020-04-20,월,13,62,30,86009.827049408,179.4172930723849,15431650.346828772,0,33,9,2020
9103,2020-11-20,금,8,62,10,28024.428487737958,187.7475274834439,5261517.157709389,0,33,9,2020
9594,2021-04-13,화,21,62,10,53578.44889505482,170.11173208956424,9114322.744209977,0,33,9,2021
9672,2020-05-25,월,16,62,30,64083.67630454114,174.56083473189778,11186500.02840944,0,33,9,2020
9794,2021-01-15,금,9,62,30,59721.41102630861,148.7788531089289,8885283.038541136,0,33,9,2021
29,2020-05-05,화,19,454,10,46894.15253141322,141.6631008418927,6643171.05895269,0,32,6,2020
2150,2020-01-29,수,3,454,30,52778.782920442514,130.9594376474809,6911879.730979622,0,32,6,2020
2972,2021-06-29,화,7,454,10,48735.13198657009,113.93880191846472,5552822.549888044,0,32,6,2021
5251,2021-02-15,월,24,454,10,47367.31585483272,136.1015009704294,6446762.784783152,0,32,6,2021
5723,2021-10-15,금,9,454,30,67792.43006481216,166.62213979487436,11295719.759293374,0,32,6,2021
5754,2020-06-20,토,20,454,10,60800.51238345595,178.6229219693418,10860365.179166052,0,32,6,2020
6515,2021-09-02,목,9,454,10,45897.57029214702,162.42424933090695,7454878.400814516,0,32,6,2021
7153,2021-10-04,월,17,454,10,68502.11307905318,72.24436202475621,4948891.456743905,0,32,6,2021
30,2020-04-12,일,5,283,20,60094.82950952977,242.28462190662637,14560053.046259591,0,49,1,2020
993,2021-03-18,목,3,283,20,67270.93212455527,221.1671689350208,14878121.609607834,0,49,1,2021
1968,2021-07-11,일,13,283,10,64670.06567808242,193.4470145129748,12510231.13378304,0,49,1,2021
2269,2020-10-19,월,22,283,10,43965.9343065525,256.6874111139514,11285501.85435502,0,49,1,2020
2597,2020-01-05,일,9,283,10,47781.55802169816,131.87690674803716,6301284.071503416,0,49,1,2020
2665,2020-12-07,월,11,283,20,66340.23356292315,255.8279468649667,16971685.746944983,0,49,1,2020
3225,2020-02-17,월,17,283,10,64396.70383986569,132.4025667282932,8526288.877239952,0,49,1,2020
4240,2021-07-07,수,24,283,10,55436.2473913992,184.4904073801536,10227455.864866216,0,49,1,2021
6346,2020-04-20,월,10,283,20,57398.30971420269,119.05027481299815,6833284.545277412,0,49,1,2020
6409,2021-12-27,월,10,283,30,73868.47798056132,174.79736373464158,12912015.21409254,0,49,1,2021
7081,2020-09-28,월,19,283,20,47335.99427971687,190.8687646482765,9034962.751567442,0,49,1,2020
7533,2020-03-21,토,1,283,30,63498.59011062024,167.46910728355817,10634052.199590148,0,49,1,2020
7866,2021-04-30,금,4,283,10,52862.94935865517,205.04686768805476,10839382.182744505,0,49,1,2021
7993,2020-08-02,일,13,283,20,52643.10036211365,178.44540381633652,9393919.3022613,0,49,1,2020
8420,2020-09-07,월,20,283,30,71329.28903720829,151.55986025800627,10810657.078782229,0,49,1,2020
8547,2020-01-15,수,14,283,30,67449.13052009615,149.6389974269252,10093020.268345011,0,49,1,2020
9042,2020-04-27,월,2,283,20,67280.12317155107,209.24505234085532,14078032.894530397,0,49,1,2020
9752,2020-10-12,월,21,283,10,74263.27673128263,145.87810920938068,10833386.393252509,0,49,1,2020
9793,2020-03-17,화,12,283,20,56031.06533715464,213.76567831200956,11977518.688341388,0,49,1,2020
31,2021-10-09,토,22,21,10,65412.7695947172,227.0611028324,14852695.603498166,0,24,1,2021
568,2020-08-11,화,11,21,20,51328.9140787476,101.966316222814,5233820.284327228,0,24,1,2020
1174,2021-10-04,월,17,21,20,60334.24222503664,223.17662248083755,13465192.399724407,0,24,1,2021
1281,2021-10-11,월,2,21,20,53885.64231730826,263.3038700605613,14188298.162846416,0,24,1,2021
2355,2021-06-27,일,21,21,20,57109.7196469526,185.0643411797168,10568972.64142161,0,24,1,2021
2730,2020-04-29,수,7,21,20,64180.7626848786,200.0804463009088,12841315.641923225,0,24,1,2020
3538,2020-01-27,월,24,21,10,44118.86824868534,219.0266887354068,9663209.623263229,0,24,1,2020
3804,2021-05-07,금,24,21,30,85432.88449414265,162.2431567421251,13860900.869915055,0,24,1,2021
4171,2020-04-22,수,21,21,10,41453.22727177549,182.04781849993384,7546469.5946086915,0,24,1,2020
6142,2021-11-03,수,24,21,20,38498.38424493758,117.30404234508396,4516016.095685471,0,24,1,2021
7286,2021-10-12,화,11,21,30,72171.49340251271,180.15955056324685,13002383.814875023,0,24,1,2021
32,2021-10-03,일,11,497,30,66970.0213196361,195.71198035222204,13106835.496696511,0,41,5,2021
357,2021-04-04,일,5,497,20,64591.8689761396,196.4929409146604,12691846.294296082,0,41,5,2021
2521,2020-12-15,화,6,497,20,64651.84968091471,220.2562270690954,14239972.483756572,0,41,5,2020
2812,2021-09-02,목,6,497,10,55559.09644056202,140.6405567947212,7813862.258412255,0,41,5,2021
4435,2020-02-04,화,19,497,20,42997.0410818246,151.1189118274208,6497666.0600842405,0,41,5,2020
7264,2021-07-18,일,13,497,10,56808.92265295179,256.16896386407967,14552682.854241304,0,41,5,2021
9398,2020-12-06,일,4,497,20,46121.10033611094,167.65782322910866,7732563.287283672,0,41,5,2020
33,2020-11-27,금,13,884,10,69574.06391670057,182.8159095860554,12719245.778529972,0,71,3,2020
3348,2020-10-24,토,9,884,20,53645.55543653392,171.26251178416666,9187472.570117556,0,71,3,2020
4533,2020-05-23,토,5,884,10,44015.58329803878,138.61239657597005,6101105.487630395,0,71,3,2020
6013,2020-03-29,일,1,884,10,51171.08655018035,244.40208799375543,12506320.397773257,0,71,3,2020
7044,2020-12-12,토,14,884,20,61594.19990708304,151.33113691230594,9321120.299142724,0,71,3,2020
7112,2020-12-08,화,18,884,20,47731.26037272651,125.3906994038792,5985056.121564841,0,71,3,2020
8031,2021-11-11,목,24,884,20,44062.09516806668,154.66078735481722,6814678.331196079,0,71,3,2021
34,2020-04-13,월,2,737,10,59191.89788135318,87.55972736802613,5182826.440887328,1,60,9,2020
358,2021-10-01,금,18,737,20,59210.05748399933,145.98430362676126,8643739.009502146,1,60,9,2021
1225,2021-09-06,월,17,737,20,48537.23176523631,132.27647273910722,6420333.8144260105,1,60,9,2021
1464,2021-07-22,목,1,737,10,49046.87593346344,200.87410132979025,9852247.126168184,1,60,9,2021
3668,2020-03-09,월,2,737,30,59026.71502628572,145.02700972606124,8560467.974214584,1,60,9,2020
7057,2020-12-17,목,7,737,20,35178.4002168446,212.5716322620878,7477929.95446364,1,60,9,2020
8493,2021-09-28,화,19,737,30,35754.980365601725,234.66572024361253,8390468.219790153,1,60,9,2021
8495,2021-12-26,일,22,737,30,45535.124381211645,207.9584471189974,9469413.755687172,1,60,9,2021
9455,2021-02-06,토,9,737,20,52703.19972127132,164.84306775329597,8687757.122469017,1,60,9,2021
35,2020-02-05,수,24,520,30,60146.04314610948,180.26682240048717,10842336.077911755,1,16,4,2020
846,2021-12-12,일,15,520,20,76674.56611380147,108.18461162331828,8295008.156408052,1,16,4,2021
1052,2021-12-18,토,5,520,20,67906.80093585982,168.37380006057975,11433726.123528052,1,16,4,2021
2583,2020-03-20,금,20,520,30,53462.71666734857,136.93558399149225,7320948.328615063,1,16,4,2020
4378,2020-03-22,일,17,520,10,55463.00910973141,204.20100950657428,11325602.45047948,1,16,4,2020
5201,2020-05-15,금,21,520,20,41502.73719799386,285.4693278614834,11847758.492323091,1,16,4,2020
6167,2021-05-22,토,19,520,30,55470.14985880106,195.78594631838337,10860275.782527903,1,16,4,2021
6373,2020-09-01,화,7,520,30,51635.62598814566,88.01684895970631,4544805.093538502,1,16,4,2020
6525,2021-09-21,화,7,520,30,60313.69184200191,158.53335619846632,9561731.99243262,1,16,4,2021
6805,2020-07-26,일,6,520,20,43990.97399207544,179.46109126318296,7894668.19834816,1,16,4,2020
8014,2020-03-08,일,9,520,10,63104.68623098181,177.94107372727922,11228915.625163956,1,16,4,2020
9616,2020-07-13,월,6,520,30,77489.07279776703,142.54370140061494,11045579.254695415,1,16,4,2020
9735,2021-09-19,일,10,520,10,54189.15750542143,184.7739520671336,10012744.79146509,1,16,4,2021
36,2021-09-17,금,17,983,20,61434.94376405053,120.4060182329634,7397136.958995349,0,61,5,2021
863,2020-05-20,수,19,983,30,65529.03532178039,133.281058599355,8733779.196681416,0,61,5,2020
2404,2020-01-12,일,22,983,10,50037.89057980487,202.1014596506007,10112730.724015608,0,61,5,2020
2833,2021-10-31,일,22,983,20,58913.76458693061,130.21993195809455,7671746.415905305,0,61,5,2021
3386,2021-04-28,수,21,983,20,55911.67089830569,197.4468519122237,11039583.404022751,0,61,5,2021
4903,2020-02-29,토,7,983,20,57119.373660541154,114.91308723712324,6563763.568383605,0,61,5,2020
6052,2020-08-14,금,21,983,10,44760.604909114336,250.5151544367426,11213209.851488795,0,61,5,2020
6206,2021-10-16,토,14,983,20,56080.83524266055,140.66358433375936,7888531.297663646,0,61,5,2021
7420,2021-02-21,일,24,983,30,62801.66334225704,164.48491569898331,10329926.30060708,0,61,5,2021
7757,2021-09-11,토,24,983,10,76330.8852945111,188.4653065811356,14385723.698639529,0,61,5,2021
8640,2020-07-16,목,17,983,20,69349.0999145913,149.70230853774808,10381720.352229264,0,61,5,2020
9938,2021-02-05,금,15,983,10,86295.82899407516,180.365960431354,15564830.07773625,0,61,5,2021
37,2021-10-01,금,1,101,10,44840.97612101747,199.05390023112392,8925771.187059222,1,11,2,2021
4209,2020-11-23,월,15,101,10,68114.90362754275,215.72165738746855,14693859.903321218,1,11,2,2020
4839,2020-04-27,월,12,101,10,58335.34047272022,208.40502296478837,12157377.970876005,1,11,2,2020
5808,2021-08-14,토,9,101,20,86815.63068141775,166.72842099303887,14474633.0210276,1,11,2,2021
6480,2021-11-29,월,22,101,10,44259.709651211815,167.81775310741622,7427565.026852991,1,11,2,2021
7632,2021-04-04,일,10,101,20,43813.67454256526,275.793589772612,12083530.583222978,1,11,2,2021
7787,2020-03-20,금,13,101,20,47224.97708773105,215.2576865997217,10165539.31762985,1,11,2,2020
7877,2020-02-22,토,21,101,10,25585.736813714837,134.27981208471883,3435647.9313947004,1,11,2,2020
8926,2021-02-11,목,3,101,10,48270.21094518337,178.4875306403978,8615630.755096883,1,11,2,2021
8985,2021-10-11,월,4,101,20,44957.58082078208,159.66198783545622,7178016.7221192485,1,11,2,2021
38,2021-07-30,금,21,914,20,57867.66386183076,168.30653045780576,9739505.730283285,1,23,7,2021
1769,2020-03-10,화,3,914,20,60583.91445591016,120.96869659985713,7328757.166648694,1,23,7,2020
2160,2021-07-23,금,17,914,30,82363.84548410823,156.34016987388566,12876777.59445195,1,23,7,2021
2408,2021-06-22,화,17,914,30,69223.52319421261,252.5368787486184,17481492.48344904,1,23,7,2021
2547,2021-08-01,일,5,914,20,47544.19235213473,199.21482417174843,9471507.919818306,1,23,7,2021
2585,2021-11-30,화,9,914,30,42980.57144797263,66.38390376968815,2853218.118968421,1,23,7,2021
3005,2020-04-07,화,23,914,10,62715.37454788911,226.802024702173,14223973.927416377,1,23,7,2020
4185,2020-11-20,금,16,914,10,36993.15641943936,221.3034247376184,8186712.207476342,1,23,7,2020
4658,2020-12-17,목,18,914,10,81729.18930529653,158.61749995812207,12963679.681210224,1,23,7,2020
4818,2021-06-07,월,18,914,10,72474.24694357297,205.19336407740016,14871234.539327975,1,23,7,2021
5153,2021-01-09,토,7,914,10,49073.31497939728,136.98054646999915,6722089.502972235,1,23,7,2021
7746,2021-07-14,수,22,914,30,31416.200734586346,153.81647041089968,4832329.110714385,1,23,7,2021
8672,2020-03-12,목,2,914,30,74950.18910213115,238.99482360486343,17912707.22361499,1,23,7,2020
8966,2021-09-21,화,18,914,20,54107.11880742978,162.40549537195585,8787293.433069903,1,23,7,2021
39,2020-11-08,일,7,365,30,73302.85558746468,93.2694719163501,6836918.630603304,0,43,7,2020
3254,2021-08-31,화,8,365,10,33101.160590773565,171.42288378749146,5674296.405183269,0,43,7,2021
6322,2020-02-14,금,15,365,30,47225.227226485134,170.76158540942072,8064254.672514742,0,43,7,2020
6499,2020-12-02,수,6,365,10,55807.36129721539,226.00791637454532,12612905.445145097,0,43,7,2020
6514,2021-03-09,화,23,365,10,56399.78691516598,174.78188933583016,9857661.315170942,0,43,7,2021
7531,2021-12-14,화,3,365,10,49344.57044353309,155.92227907292582,7693917.883430214,0,43,7,2021
8332,2020-02-06,목,22,365,10,64573.8438631534,219.374999858664,14165886.98835267,0,43,7,2020
40,2021-05-17,월,4,269,20,40578.81568597443,179.3875124002098,7279332.802053565,0,43,1,2021
737,2021-10-17,일,24,269,10,53711.95486027355,141.71261819465462,7611661.75160247,0,43,1,2021
1118,2020-09-15,화,18,269,30,57440.44189568427,224.1315108425042,12874213.025540791,0,43,1,2020
1462,2021-06-22,화,5,269,20,63035.02519052363,182.54023006773525,11506428.00060367,0,43,1,2021
1887,2020-04-08,수,18,269,20,65833.79933024044,174.28822680887762,11474056.14935908,0,43,1,2020
2992,2020-03-07,토,8,269,20,39769.43361794243,181.8586753324647,7232416.5164814,0,43,1,2020
3905,2021-11-29,월,3,269,30,33957.267789217665,127.84018676023508,4341103.456040901,0,43,1,2021
4471,2020-07-26,일,11,269,10,73868.64726323792,151.3331978274823,11178778.609536093,0,43,1,2020
4684,2021-02-21,일,18,269,20,60449.89247451401,174.3166355055498,10537421.872829538,0,43,1,2021
4736,2021-10-06,수,7,269,10,45108.69501661028,165.7396976350868,7476301.472766335,0,43,1,2021
5782,2021-02-08,월,9,269,10,77750.43316467821,229.21204391018637,17821335.70057823,0,43,1,2021
6374,2020-04-20,월,2,269,30,57374.85011378337,183.56749550773557,10532157.540518928,0,43,1,2020
8862,2020-12-25,금,19,269,20,72472.21805906782,211.14824442878228,15302381.613032062,0,43,1,2020
41,2020-05-28,목,9,826,30,56691.30766815095,174.56811873587458,9896494.928305771,0,12,2,2020
207,2021-12-24,금,5,826,20,84983.78634298666,219.8609563234737,18684616.53735881,0,12,2,2021
1082,2020-04-13,월,18,826,30,80648.74935296894,191.36029871711253,15432968.767345672,0,12,2,2020
2717,2021-01-15,금,16,826,30,52199.061135057855,174.74226220007796,9121382.027460178,0,12,2,2021
2999,2020-04-29,수,21,826,10,69523.69146585398,173.5869574013089,12068406.068864936,0,12,2,2020
3329,2020-12-29,화,13,826,30,64893.58470604154,132.86875636503865,8622329.895961031,0,12,2,2020
3717,2020-11-20,금,4,826,10,75159.6852452042,196.09286513640976,14738278.022482837,0,12,2,2020
5253,2021-02-17,수,15,826,10,42036.5263420812,172.42221795775876,7248031.107141391,0,12,2,2021
5956,2020-10-07,수,19,826,30,65470.94473587915,152.44343193999595,9980615.507891228,0,12,2,2020
6234,2020-10-09,금,21,826,30,70756.51582543686,222.03165596701325,15710186.379177924,0,12,2,2020
8569,2021-10-23,토,20,826,10,30768.87070089908,120.07222790472042,3694486.8551692287,0,12,2,2021
8589,2020-04-12,일,5,826,30,38937.41508555508,155.88275372862304,6069671.486610754,0,12,2,2020
9029,2021-02-24,수,9,826,30,26787.47582732344,218.6249138567626,5856409.595188697,0,12,2,2021
9819,2021-07-20,화,23,826,30,51908.891702417226,187.81243820176883,9749135.514982546,0,12,2,2021
42,2021-12-10,금,5,254,30,65917.9342540568,172.09106655746348,11343887.61104539,1,76,10,2021
533,2021-11-19,금,20,254,20,77057.82382408985,185.02106769505127,14257320.838190263,1,76,10,2021
2113,2021-12-22,수,13,254,30,56784.65356974783,181.92382145927508,10330481.177649591,1,76,10,2021
4629,2021-01-20,수,13,254,20,78849.97361691234,108.54467209449116,8558744.530907027,1,76,10,2021
4759,2021-04-14,수,6,254,30,36143.36904259696,159.05115366575274,5748644.543592098,1,76,10,2021
4761,2020-06-19,금,23,254,10,31554.624733783563,244.09891271819615,7702449.588747269,1,76,10,2020
4830,2021-05-18,화,8,254,20,54944.47049728477,145.6366047360324,8001926.132243656,1,76,10,2021
5564,2020-02-21,금,16,254,20,61184.46742842624,160.39064637397175,9813416.278892506,1,76,10,2020
5706,2020-07-13,월,21,254,10,55268.85193031805,150.72892938586298,8330614.879842625,1,76,10,2020
7469,2021-09-05,일,14,254,20,26387.05598246648,170.39700659022532,4496275.3521409845,1,76,10,2021
7569,2021-12-12,일,16,254,20,54467.934926300615,148.9333818043752,8112093.748474591,1,76,10,2021
43,2020-03-06,금,21,152,10,37216.91105636539,195.22004674369575,7265487.116079619,0,50,10,2020
612,2020-08-22,토,3,152,30,65238.45770511271,182.69821514273696,11918949.78138903,0,50,10,2020
753,2021-11-16,화,9,152,20,60936.53286898661,207.62844100187888,12652157.31964744,0,50,10,2021
896,2020-10-02,금,14,152,30,42392.00354118441,128.6936655705705,5455582.326595626,0,50,10,2020
904,2020-10-06,화,5,152,20,48438.9541572307,159.4371296757622,7722967.815324692,0,50,10,2020
1271,2021-10-03,일,20,152,20,40698.14577703053,164.39596222284462,6690610.835700533,0,50,10,2021
3423,2020-03-03,화,21,152,10,54843.24535376144,193.8747687308664,10632721.50941066,0,50,10,2020
5708,2021-07-23,금,18,152,10,69290.49870509385,139.8436754167817,9689838.010382077,0,50,10,2021
7039,2020-03-26,목,7,152,10,41741.24838710475,213.7765303971401,8923299.254640475,0,50,10,2020
8046,2020-08-15,토,19,152,10,62887.51359738335,225.4907820893723,14180554.624730006,0,50,10,2020
8326,2020-03-27,금,5,152,30,48206.29977765674,131.37901409341384,6333296.137880098,0,50,10,2020
8459,2021-11-16,화,24,152,20,44478.66302063312,152.92448774613928,6801876.758063467,0,50,10,2021
8485,2020-02-12,수,21,152,20,54213.71062672595,151.14812580773838,8194300.754312697,0,50,10,2020
8577,2021-12-14,화,15,152,20,41038.39995701191,288.0493282854785,11821083.541528087,0,50,10,2021
44,2020-02-04,화,20,444,10,47874.27136664324,155.56241762030425,7447437.39560553,1,72,3,2020
998,2021-03-15,월,23,444,30,38729.9033532417,246.7425100946229,9556313.56910101,1,72,3,2021
1549,2021-04-09,금,13,444,20,83620.81089483516,119.36200657779018,9981147.780069465,1,72,3,2021
1932,2020-11-08,일,4,444,30,56233.47181474104,131.34532790178253,7386003.794562807,1,72,3,2020
2173,2020-02-09,일,19,444,20,45800.82324365781,144.4563442496131,6616219.489401514,1,72,3,2020
3158,2021-02-23,화,12,444,20,58770.223810700336,137.57369225368635,8085236.684213559,1,72,3,2021
