t_no,date,day,time,cusno,product,price,quantity,amount,gender,age,region
1052,2021-12-18,토,5,520,20,7321.89,13.319999999999999,97527.57479999999,1,16,4
2583,2020-03-20,금,20,520,30,4258.79,9.0,38329.11,1,16,4
4378,2020-03-22,일,17,520,10,28347.45,25.919999999999998,734765.904,1,16,4
5201,2020-05-15,금,21,520,20,9629.87,13.68,131736.6216,1,16,4
6167,2021-05-22,토,19,520,30,13472.75,3.9599999999999995,53352.09,1,16,4
6373,2020-09-01,화,7,520,30,1152.4,29.879999999999995,34433.712,1,16,4
6525,2021-09-21,화,7,520,30,14058.53,28.799999999999997,404885.664,1,16,4
6805,2020-07-26,일,6,520,20,49981.39,24.479999999999997,1223544.4271999998,1,16,4
8014,2020-03-08,일,9,520,10,33152.29,3.2399999999999998,107413.4196,1,16,4
9616,2020-07-13,월,6,520,30,5079.37,11.159999999999998,56685.76919999999,1,16,4
9735,2021-09-19,일,10,520,10,26536.71,8.639999999999999,229277.17439999996,1,16,4
36,2021-09-17,금,17,983,20,7441.91,37.5,279071.625,0,61,5
863,2020-05-20,수,19,983,30,37937.28,27.0,1024306.5599999999,0,61,5
2404,2020-01-12,일,22,983,10,15419.56,35.5,547394.38,0,61,5
2833,2021-10-31,일,22,983,20,49215.02,96.0,4724641.92,0,61,5
3386,2021-04-28,수,21,983,20,10407.37,16.5,171721.605,0,61,5
4903,2020-02-29,토,7,983,20,47537.67,24.0,1140904.08,0,61,5
6052,2020-08-14,금,21,983,10,36723.4,10.5,385595.7,0,61,5
6206,2021-10-16,토,14,983,20,21821.24,23.5,512799.14,0,61,5
7420,2021-02-21,일,24,983,30,1277.92,10.5,13418.16,0,61,5
7757,2021-09-11,토,24,983,10,29180.34,15.0,437705.1,0,61,5
8640,2020-07-16,목,17,983,20,18301.59,25.0,457539.75,0,61,5
9938,2021-02-05,금,15,983,10,46086.62,31.0,1428685.22,0,61,5
37,2021-10-01,금,1,101,10,28006.06,15.659999999999998,438574.89959999995,1,11,2
4209,2020-11-23,월,15,101,10,38884.44,9.36,363958.3584,1,11,2
4839,2020-04-27,월,12,101,10,42061.86,2.52,105995.8872,1,11,2
5808,2021-08-14,토,9,101,20,37900.52,27.36,1036958.2271999998,1,11,2
6480,2021-11-29,월,22,101,10,8664.31,27.0,233936.37,1,11,2
7632,2021-04-04,일,10,101,20,44399.72,11.52,511484.7744,1,11,2
7787,2020-03-20,금,13,101,20,49306.69,61.92,3053070.2448000005,1,11,2
7877,2020-02-22,토,21,101,10,37539.1,59.03999999999999,2216308.4639999997,1,11,2
8926,2021-02-11,목,3,101,10,35607.11,6.119999999999999,217915.5132,1,11,2
8985,2021-10-11,월,4,101,20,48890.81,33.12,1619263.6271999998,1,11,2
38,2021-07-30,금,21,914,20,22181.31,68.39999999999999,1517201.6039999998,1,23,7
1769,2020-03-10,화,3,914,20,44916.92,117.6,5282229.791999999,1,23,7
2160,2021-07-23,금,17,914,30,48843.54,72.0,3516734.88,1,23,7
2408,2021-06-22,화,17,914,30,46923.67,220.79999999999998,10360746.336,1,23,7
2547,2021-08-01,일,5,914,20,30945.84,24.0,742700.16,1,23,7
2585,2021-11-30,화,9,914,30,24489.3,84.0,2057101.2,1,23,7
3005,2020-04-07,화,23,914,10,14104.8,78.0,1100174.4,1,23,7
4185,2020-11-20,금,16,914,10,12689.75,104.39999999999999,1324809.9,1,23,7
4658,2020-12-17,목,18,914,10,40262.55,9.6,386520.48000000004,1,23,7
4818,2021-06-07,월,18,914,10,11871.2,56.4,669535.68,1,23,7
5153,2021-01-09,토,7,914,10,4478.58,33.6,150480.288,1,23,7
7746,2021-07-14,수,22,914,30,32757.93,64.8,2122713.864,1,23,7
8672,2020-03-12,목,2,914,30,12414.49,7.8,96833.022,1,23,7
8966,2021-09-21,화,18,914,20,41667.07,211.2,8800085.184,1,23,7
39,2020-11-08,일,7,365,30,9838.88,25.0,245971.99999999997,0,43,7
3254,2021-08-31,화,8,365,10,3353.26,75.0,251494.50000000003,0,43,7
6322,2020-02-14,금,15,365,30,9164.0,41.0,375724.0,0,43,7
6499,2020-12-02,수,6,365,10,10667.81,31.5,336036.01499999996,0,43,7
6514,2021-03-09,화,23,365,10,28869.51,82.0,2367299.82,0,43,7
7531,2021-12-14,화,3,365,10,31791.39,46.0,1462403.94,0,43,7
8332,2020-02-06,목,22,365,10,32732.41,27.0,883775.07,0,43,7
40,2021-05-17,월,4,269,20,41656.26,10.5,437390.73000000004,0,43,1
737,2021-10-17,일,24,269,10,14841.47,1.0,14841.47,0,43,1
1118,2020-09-15,화,18,269,30,37892.55,32.0,1212561.6,0,43,1
1462,2021-06-22,화,5,269,20,43247.01,94.0,4065218.9400000004,0,43,1
1887,2020-04-08,수,18,269,20,42456.67,156.0,6623240.52,0,43,1
2992,2020-03-07,토,8,269,20,32533.16,9.0,292798.44,0,43,1
3905,2021-11-29,월,3,269,30,9653.46,1.0,9653.46,0,43,1
4471,2020-07-26,일,11,269,10,5718.21,80.0,457456.8,0,43,1
4684,2021-02-21,일,18,269,20,16816.46,46.0,773557.1599999999,0,43,1
4736,2021-10-06,수,7,269,10,20161.24,30.0,604837.2000000001,0,43,1
5782,2021-02-08,월,9,269,10,25920.38,42.0,1088655.96,0,43,1
6374,2020-04-20,월,2,269,30,26187.79,29.0,759445.91,0,43,1
8862,2020-12-25,금,19,269,20,23937.69,80.0,1915015.2,0,43,1
41,2020-05-28,목,9,826,30,43391.91,3.5999999999999996,156210.876,0,12,2
207,2021-12-24,금,5,826,20,46676.11,23.7,1106223.807,0,12,2
1082,2020-04-13,월,18,826,30,29657.26,2.6999999999999997,80074.60199999998,0,12,2
2717,2021-01-15,금,16,826,30,47029.93,44.4,2088128.892,0,12,2
2999,2020-04-29,수,21,826,10,28235.09,13.5,381173.715,0,12,2
3329,2020-12-29,화,13,826,30,6452.98,28.799999999999997,185845.82399999996,0,12,2
3717,2020-11-20,금,4,826,10,6024.15,14.549999999999999,87651.38249999999,0,12,2
5253,2021-02-17,수,15,826,10,28656.41,3.5999999999999996,103163.07599999999,0,12,2
5956,2020-10-07,수,19,826,30,1891.77,17.099999999999998,32349.266999999996,0,12,2
6234,2020-10-09,금,21,826,30,16794.87,18.599999999999998,312384.58199999994,0,12,2
8569,2021-10-23,토,20,826,10,36515.76,57.0,2081398.32,0,12,2
8589,2020-04-12,일,5,826,30,29676.33,2.6999999999999997,80126.091,0,12,2
9029,2021-02-24,수,9,826,30,37245.9,10.5,391081.95,0,12,2
9819,2021-07-20,화,23,826,30,22721.02,2.6999999999999997,61346.75399999999,0,12,2
42,2021-12-10,금,5,254,30,24527.98,26.7,654897.066,1,76,10
533,2021-11-19,금,20,254,20,22957.26,25.2,578522.9519999999,1,76,10
2113,2021-12-22,수,13,254,30,21100.53,31.2,658336.536,1,76,10
4629,2021-01-20,수,13,254,20,2069.8,41.4,85689.72,1,76,10
4759,2021-04-14,수,6,254,30,32168.23,11.4,366717.822,1,76,10
4761,2020-06-19,금,23,254,10,45225.47,111.6,5047162.452,1,76,10
4830,2021-05-18,화,8,254,20,10359.27,26.4,273484.728,1,76,10
5564,2020-02-21,금,16,254,20,3584.81,9.0,32263.29,1,76,10
5706,2020-07-13,월,21,254,10,27555.58,14.399999999999999,396800.352,1,76,10
7469,2021-09-05,일,14,254,20,46023.79,81.6,3755541.264,1,76,10
7569,2021-12-12,일,16,254,20,3089.96,18.599999999999998,57473.255999999994,1,76,10
43,2020-03-06,금,21,152,10,18160.44,10.0,181604.4,0,50,10
612,2020-08-22,토,3,152,30,13527.52,27.0,365243.04000000004,0,50,10
753,2021-11-16,화,9,152,20,7661.31,97.0,743147.0700000001,0,50,10
896,2020-10-02,금,14,152,30,45349.52,15.0,680242.7999999999,0,50,10
904,2020-10-06,화,5,152,20,38265.97,27.5,1052314.175,0,50,10
1271,2021-10-03,일,20,152,20,38086.82,13.0,495128.66,0,50,10
3423,2020-03-03,화,21,152,10,44439.36,148.0,6577025.28,0,50,10
5708,2021-07-23,금,18,152,10,22711.01,68.0,1544348.68,0,50,10
7039,2020-03-26,목,7,152,10,9490.18,55.0,521959.9,0,50,10
8046,2020-08-15,토,19,152,10,48015.39,140.0,6722154.6,0,50,10
8326,2020-03-27,금,5,152,30,32258.25,31.0,1000005.75,0,50,10
8459,2021-11-16,화,24,152,20,7418.24,55.0,408003.2,0,50,10
8485,2020-02-12,수,21,152,20,46681.29,20.0,933625.8,0,50,10
8577,2021-12-14,화,15,152,20,1034.35,98.0,101366.29999999999,0,50,10
44,2020-02-04,화,20,444,10,17813.18,47.4,844344.732,1,72,3
998,2021-03-15,월,23,444,30,2810.52,37.199999999999996,104551.34399999998,1,72,3
1549,2021-04-09,금,13,444,20,23062.78,12.0,276753.36,1,72,3
1932,2020-11-08,일,4,444,30,27807.39,8.7,241924.29299999998,1,72,3
2173,2020-02-09,일,19,444,20,36343.06,25.2,915845.112,1,72,3
3158,2021-02-23,화,12,444,20,42511.36,12.0,510136.32,1,72,3
3645,2021-06-18,금,6,444,20,9303.65,2.6999999999999997,25119.854999999996,1,72,3
5903,2020-02-25,화,22,444,10,19316.66,56.4,1089459.624,1,72,3
6149,2020-04-16,목,5,444,30,44366.28,12.6,559015.128,1,72,3
6800,2020-06-19,금,7,444,20,21175.95,51.0,1079973.45,1,72,3
6819,2020-06-10,수,7,444,30,36076.84,12.6,454568.18399999995,1,72,3
7667,2021-02-21,일,17,444,30,26790.73,13.2,353637.636,1,72,3
7760,2020-05-03,일,23,444,10,25082.84,27.599999999999998,692286.384,1,72,3
45,2021-05-19,수,6,434,10,16210.44,8.1,131304.56399999998,1,71,3
523,2021-11-29,월,4,434,20,8930.56,8.4,75016.704,1,71,3
1100,2021-07-08,목,12,434,10,41663.39,7.8,324974.442,1,71,3
1327,2020-01-23,목,7,434,10,36663.3,31.2,1143894.96,1,71,3
4387,2020-03-10,화,9,434,20,29140.91,19.8,576990.018,1,71,3
6561,2021-05-13,목,18,434,30,19644.15,54.6,1072570.59,1,71,3
6944,2020-07-19,일,12,434,30,18215.98,27.599999999999998,502761.04799999995,1,71,3
7627,2020-05-11,월,8,434,30,32682.96,53.4,1745270.064,1,71,3
9234,2020-04-03,금,2,434,10,2413.33,12.0,28959.96,1,71,3
46,2021-08-26,목,10,466,10,3067.15,98.39999999999999,301807.56,1,37,9
157,2021-09-27,월,1,466,30,7034.92,22.8,160396.176,1,37,9
424,2021-02-01,월,12,466,30,6885.77,21.599999999999998,148732.63199999998,1,37,9
693,2020-08-18,화,20,466,10,1887.92,105.6,199364.35199999998,1,37,9
1039,2020-06-28,일,9,466,10,21058.99,45.6,960289.9440000001,1,37,9
1514,2021-11-18,목,1,466,30,21290.13,39.0,830315.0700000001,1,37,9
1738,2020-07-01,수,3,466,30,2375.33,4.8,11401.583999999999,1,37,9
3424,2021-06-12,토,16,466,10,32955.2,3.5999999999999996,118638.71999999997,1,37,9
3507,2020-09-26,토,7,466,10,25874.66,86.39999999999999,2235570.624,1,37,9
5656,2021-01-09,토,6,466,30,27796.69,34.199999999999996,950646.7979999998,1,37,9
5952,2020-09-16,수,14,466,10,27187.2,66.0,1794355.2,1,37,9
7604,2021-11-03,수,23,466,20,39845.35,78.0,3107937.3,1,37,9
8081,2020-10-08,목,12,466,10,39361.29,13.2,519569.028,1,37,9
9638,2020-04-24,금,10,466,30,14645.89,109.2,1599331.188,1,37,9
47,2021-10-20,수,23,429,20,40895.64,98.0,4007772.7199999997,0,70,7
617,2020-06-27,토,24,429,30,13035.93,6.5,84733.545,0,70,7
1081,2021-08-27,금,16,429,20,43955.6,16.0,703289.6,0,70,7
1610,2020-05-10,일,18,429,10,7308.95,2.5,18272.375,0,70,7
3534,2020-04-08,수,5,429,10,26919.64,21.75,585502.17,0,70,7
3857,2021-01-24,일,1,429,20,20595.12,2.0,41190.24,0,70,7
4170,2021-10-28,목,6,429,30,35527.88,10.75,381924.70999999996,0,70,7
4212,2020-12-18,금,20,429,20,26363.41,43.0,1133626.63,0,70,7
4802,2021-07-12,월,4,429,30,34452.71,45.5,1567598.305,0,70,7
4847,2021-07-02,금,3,429,20,24161.81,15.5,374508.055,0,70,7
8651,2020-09-19,토,15,429,20,44788.38,28.0,1254074.64,0,70,7
48,2021-03-21,일,15,537,20,31121.01,54.0,1680534.5399999998,1,62,3
1701,2020-06-23,화,11,537,10,18442.52,16.8,309834.336,1,62,3
1807,2021-11-20,토,19,537,30,22750.37,46.199999999999996,1051067.0939999998,1,62,3
1983,2020-09-20,일,17,537,20,20633.09,40.8,841830.0719999999,1,62,3
2016,2020-07-04,토,21,537,30,38986.91,118.8,4631644.908000001,1,62,3
3038,2020-02-14,금,16,537,30,19254.9,4.2,80870.58000000002,1,62,3
4611,2020-08-24,월,9,537,20,8806.62,51.6,454421.59200000006,1,62,3
5361,2020-06-08,월,11,537,10,22427.52,3.5999999999999996,80739.072,1,62,3
5851,2021-07-27,화,6,537,20,21126.22,14.7,310555.434,1,62,3
6241,2020-01-01,수,21,537,10,26866.09,21.0,564187.89,1,62,3
6615,2021-07-22,목,16,537,10,35547.67,38.4,1365030.528,1,62,3
8277,2020-07-20,월,7,537,20,28100.15,10.2,286621.52999999997,1,62,3
9184,2021-08-17,화,1,537,20,29449.78,9.0,265048.02,1,62,3
49,2021-12-03,금,16,595,30,5814.18,79.0,459320.22000000003,0,19,1
295,2021-07-26,월,20,595,30,32262.82,2.0,64525.64,0,19,1
727,2020-01-29,수,3,595,10,4009.89,31.0,124306.59,0,19,1
920,2021-09-11,토,19,595,30,27828.98,81.0,2254147.38,0,19,1
1637,2021-07-21,수,4,595,10,32052.13,15.5,496808.015,0,19,1
1663,2020-03-07,토,7,595,10,37219.31,162.0,6029528.22,0,19,1
2737,2021-04-16,금,13,595,30,49374.39,178.0,8788641.42,0,19,1
3267,2020-03-08,일,16,595,20,37631.21,19.0,714992.99,0,19,1
4372,2021-05-09,일,17,595,10,34865.66,30.0,1045969.8,0,19,1
6219,2020-03-26,목,6,595,10,23442.98,37.0,867390.26,0,19,1
6316,2020-06-16,화,7,595,10,6645.29,32.0,212649.28,0,19,1
6553,2021-06-25,금,6,595,30,37905.75,95.0,3601046.25,0,19,1
6702,2020-08-15,토,22,595,30,36154.12,50.0,1807706.0000000002,0,19,1
9807,2021-07-16,금,5,595,30,3080.85,33.5,103208.47499999999,0,19,1
50,2020-06-26,금,9,691,30,36385.77,16.2,589449.4739999999,1,14,1
257,2021-02-16,화,8,691,20,27305.23,14.759999999999998,403025.19479999994,1,14,1
3942,2021-01-05,화,8,691,20,32823.93,15.839999999999998,519931.0511999999,1,14,1
4549,2020-06-29,월,23,691,20,9863.0,22.319999999999997,220142.15999999997,1,14,1
6911,2020-12-21,월,23,691,30,9191.02,21.96,201834.7992,1,14,1
7250,2021-03-14,일,7,691,20,15261.97,31.319999999999997,478004.9003999999,1,14,1
7290,2020-04-13,월,21,691,20,1898.08,29.519999999999996,56031.32159999999,1,14,1
9002,2021-09-08,수,15,691,10,22930.57,3.2399999999999998,74295.0468,1,14,1
9093,2021-10-25,월,18,691,30,4380.89,4.319999999999999,18925.444799999997,1,14,1
51,2020-03-19,목,17,597,20,5226.08,94.8,495432.38399999996,1,29,9
271,2021-06-26,토,12,597,20,17021.93,54.0,919184.22,1,29,9
304,2021-02-28,일,21,597,20,1399.31,91.2,127617.072,1,29,9
1259,2020-07-28,화,5,597,20,38907.96,100.8,3921922.368,1,29,9
2066,2020-09-21,월,17,597,10,43820.53,20.4,893938.8119999999,1,29,9
3023,2021-12-29,수,14,597,10,32666.2,32.4,1058384.88,1,29,9
3859,2020-01-15,수,16,597,20,39213.6,25.2,988182.72,1,29,9
4434,2020-10-31,토,8,597,10,28902.09,100.8,2913330.672,1,29,9
5745,2020-06-30,화,19,597,20,28822.17,40.8,1175944.5359999998,1,29,9
6194,2020-01-07,화,17,597,30,16905.89,98.39999999999999,1663539.576,1,29,9
6777,2020-02-24,월,21,597,10,39413.59,50.4,1986444.9359999998,1,29,9
7374,2021-09-20,월,15,597,10,20867.46,33.6,701146.656,1,29,9
8571,2021-01-21,목,2,597,20,43889.28,115.19999999999999,5056045.055999999,1,29,9
52,2020-06-05,금,1,591,30,24288.86,30.0,728665.8,1,46,7
314,2021-11-10,수,19,591,20,34716.37,230.39999999999998,7998651.648,1,46,7
603,2020-08-15,토,15,591,30,16457.39,90.0,1481165.0999999999,1,46,7
1156,2020-08-20,목,21,591,20,24477.72,28.799999999999997,704958.336,1,46,7
7759,2021-07-07,수,11,591,20,21724.84,22.8,495326.352,1,46,7
9230,2020-11-17,화,7,591,30,7393.05,34.8,257278.13999999998,1,46,7
9247,2020-12-04,금,15,591,30,27407.81,75.6,2072030.436,1,46,7
53,2020-02-14,금,6,586,20,46231.36,99.0,4576904.64,0,56,5
794,2021-09-06,월,24,586,10,21487.62,9.0,193388.58,0,56,5
3854,2021-06-02,수,21,586,30,24631.82,68.0,1674963.76,0,56,5
6406,2020-02-26,수,12,586,10,23104.76,31.0,716247.5599999999,0,56,5
7400,2021-04-17,토,22,586,20,41929.13,44.0,1844881.72,0,56,5
7994,2020-12-07,월,1,586,10,5786.98,13.5,78124.23,0,56,5
9625,2021-10-01,금,8,586,10,26376.46,61.0,1608964.06,0,56,5
54,2020-05-26,화,6,769,10,40149.55,11.7,469749.735,1,61,2
672,2021-04-14,수,16,769,20,34688.75,38.4,1332048.0,1,61,2
852,2020-10-10,토,24,769,20,43464.67,15.0,651970.0499999999,1,61,2
1965,2021-02-07,일,8,769,30,45427.32,6.6,299820.312,1,61,2
2546,2020-05-02,토,5,769,10,36990.76,10.799999999999999,399500.208,1,61,2
3965,2020-11-30,월,18,769,20,14387.19,34.8,500674.212,1,61,2
5136,2020-06-05,금,23,769,30,7701.14,18.0,138620.52000000002,1,61,2
6411,2021-06-25,금,16,769,30,17052.95,28.799999999999997,491124.95999999996,1,61,2
6544,2021-01-02,토,8,769,30,15622.74,37.199999999999996,581165.928,1,61,2
8530,2021-07-30,금,17,769,10,32898.48,111.6,3671470.3680000002,1,61,2
8853,2020-12-29,화,11,769,10,47593.19,112.8,5368511.832,1,61,2
9257,2020-03-02,월,21,769,30,27891.76,45.6,1271864.256,1,61,2
55,2020-10-05,월,13,176,30,17851.38,8.4,149951.592,1,57,9
799,2020-01-18,토,12,176,10,29944.31,28.799999999999997,862396.1279999999,1,57,9
1316,2021-12-05,일,6,176,30,9774.05,55.199999999999996,539527.5599999999,1,57,9
2783,2020-05-28,목,18,176,30,10177.84,78.0,793871.52,1,57,9
2849,2020-06-17,수,7,176,10,24550.02,114.0,2798702.2800000003,1,57,9
5027,2020-06-16,화,6,176,10,34985.34,51.0,1784252.3399999999,1,57,9
5692,2020-04-20,월,12,176,30,1384.42,78.0,107984.76000000001,1,57,9
7338,2020-12-27,일,8,176,30,18003.77,25.2,453695.004,1,57,9
7350,2021-11-13,토,3,176,10,47149.63,82.8,3903989.3639999996,1,57,9
9237,2020-07-20,월,22,176,30,7324.98,16.8,123059.664,1,57,9
9884,2021-12-09,목,2,176,30,33016.92,45.0,1485761.4,1,57,9
56,2021-06-01,화,9,244,10,45348.08,5.0,226740.40000000002,0,35,4
811,2020-04-15,수,15,244,30,6340.43,77.0,488213.11000000004,0,35,4
4938,2020-07-04,토,16,244,20,44490.16,57.0,2535939.12,0,35,4
5007,2021-02-01,월,2,244,20,26800.74,33.5,897824.79,0,35,4
6947,2020-09-26,토,14,244,20,31178.83,73.0,2276054.5900000003,0,35,4
7006,2021-01-04,월,1,244,20,43192.42,0.5,21596.21,0,35,4
7296,2020-03-25,수,17,244,30,8504.21,86.0,731362.0599999999,0,35,4
8125,2020-04-14,화,24,244,30,39441.94,9.0,354977.46,0,35,4
9545,2021-06-16,수,16,244,10,3491.8,59.0,206016.2,0,35,4
57,2020-02-29,토,13,635,10,26910.6,17.5,470935.5,0,68,6
489,2021-06-05,토,9,635,20,14806.08,8.5,125851.68,0,68,6
988,2020-02-20,목,11,635,10,41374.69,15.0,620620.3500000001,0,68,6
2002,2020-03-21,토,18,635,20,26158.47,1.5,39237.705,0,68,6
3367,2021-03-30,화,16,635,10,2819.93,6.0,16919.579999999998,0,68,6
4165,2020-11-06,금,9,635,10,46475.63,27.5,1278079.825,0,68,6
4261,2020-10-28,수,9,635,30,43938.65,26.5,1164374.225,0,68,6
5533,2021-04-03,토,7,635,30,42842.33,80.0,3427386.4000000004,0,68,6
5789,2021-08-01,일,6,635,30,4312.66,12.25,52830.085,0,68,6
7031,2021-01-21,목,5,635,30,37568.54,12.75,478998.885,0,68,6
8419,2020-02-23,일,6,635,10,14428.68,9.5,137072.46,0,68,6
8910,2020-05-09,토,3,635,20,24239.85,24.25,587816.3624999999,0,68,6
9413,2021-08-26,목,14,635,10,33620.37,90.0,3025833.3000000003,0,68,6
58,2020-10-23,금,2,402,30,47243.27,65.0,3070812.55,0,18,1
686,2020-07-28,화,15,402,20,14814.86,79.0,1170373.94,0,18,1
963,2021-11-01,월,21,402,10,49359.54,16.0,789752.64,0,18,1
1035,2021-12-13,월,24,402,20,44455.52,29.0,1289210.0799999998,0,18,1
1862,2020-08-12,수,18,402,30,33461.86,46.0,1539245.56,0,18,1
2223,2020-09-07,월,12,402,20,33301.18,77.0,2564190.86,0,18,1
4042,2021-06-09,수,22,402,30,48906.65,52.0,2543145.8000000003,0,18,1
4692,2021-03-28,일,14,402,30,19002.69,95.0,1805255.5499999998,0,18,1
7177,2021-10-14,목,15,402,10,9157.13,48.0,439542.24,0,18,1
8879,2021-12-18,토,16,402,10,31429.27,21.0,660014.67,0,18,1
60,2021-05-13,목,4,275,30,48189.84,77.0,3710617.6799999997,0,19,4
997,2021-01-18,월,13,275,30,2957.95,31.0,91696.45,0,19,4
1382,2020-06-08,월,9,275,20,22229.39,97.0,2156250.83,0,19,4
1478,2021-05-01,토,13,275,20,11332.96,35.0,396653.6,0,19,4
2127,2020-08-01,토,3,275,10,9014.41,16.0,144230.56,0,19,4
2217,2020-09-23,수,2,275,30,22001.46,33.0,726048.1799999999,0,19,4
2225,2021-07-31,토,18,275,30,41594.3,152.0,6322333.600000001,0,19,4
2303,2021-05-13,목,10,275,20,9625.98,60.0,577558.7999999999,0,19,4
5407,2021-10-17,일,9,275,20,17080.37,37.0,631973.69,0,19,4
6038,2021-07-25,일,7,275,30,33685.44,59.0,1987440.9600000002,0,19,4
6848,2021-12-26,일,10,275,10,43668.63,176.0,7685678.88,0,19,4
6872,2020-03-21,토,15,275,10,33059.59,76.0,2512528.84,0,19,4
6893,2021-06-26,토,20,275,10,8083.86,62.0,501199.32,0,19,4
8576,2020-07-07,화,20,275,10,42443.08,154.0,6536234.32,0,19,4
9508,2020-03-06,금,22,275,10,19122.99,9.0,172106.91,0,19,4
61,2021-02-16,화,10,384,30,22804.4,41.5,946382.6000000001,0,75,3
1422,2021-06-20,일,2,384,30,34525.25,17.75,612823.1875,0,75,3
2997,2021-05-06,목,12,384,30,29826.52,27.5,820229.3,0,75,3
3167,2021-08-10,화,13,384,30,18765.05,48.5,910104.9249999999,0,75,3
3192,2020-06-24,수,18,384,30,48943.33,29.5,1443828.235,0,75,3
4186,2021-07-29,목,21,384,10,35730.77,17.5,625288.475,0,75,3
5268,2020-09-19,토,20,384,30,47525.94,29.0,1378252.26,0,75,3
6862,2020-04-18,토,6,384,30,29055.12,7.5,217913.4,0,75,3
7893,2021-06-21,월,3,384,30,11823.92,6.25,73899.5,0,75,3
8473,2020-05-20,수,1,384,20,48451.13,11.5,557187.995,0,75,3
8541,2021-05-20,목,1,384,10,22185.45,16.75,371606.28750000003,0,75,3
62,2021-12-12,일,15,881,10,35174.13,16.919999999999998,595146.2795999999,1,15,1
3273,2020-04-13,월,4,881,10,32030.34,12.78,409347.7452,1,15,1
4123,2020-04-08,수,8,881,10,36839.23,6.119999999999999,225456.0876,1,15,1
6158,2021-01-19,화,4,881,20,34526.59,34.559999999999995,1193238.9503999997,1,15,1
6284,2021-11-17,수,16,881,10,35755.85,2.52,90104.742,1,15,1
6847,2020-10-03,토,5,881,20,29337.59,7.74,227072.9466,1,15,1
7990,2021-05-24,월,19,881,20,43787.53,59.75999999999999,2616742.7927999995,1,15,1
64,2021-08-31,화,23,117,30,13970.79,26.4,368828.856,0,16,6
167,2021-12-11,토,4,117,30,21777.22,4.2,91464.32400000001,0,16,6
1691,2021-08-11,수,1,117,30,28024.68,2.85,79870.338,0,16,6
2671,2020-04-22,수,11,117,10,39485.36,53.4,2108518.224,0,16,6
3117,2021-02-22,월,18,117,10,31189.7,20.7,645626.79,0,16,6
4526,2020-01-23,목,7,117,10,40320.27,15.0,604804.0499999999,0,16,6
4819,2021-05-12,수,17,117,10,33166.17,19.5,646740.315,0,16,6
5686,2020-10-05,월,23,117,20,19004.05,8.1,153932.805,0,16,6
6085,2020-09-17,목,24,117,10,29374.07,22.2,652104.3539999999,0,16,6
7141,2020-03-18,수,5,117,30,24183.67,12.75,308341.7925,0,16,6
7516,2021-07-09,금,10,117,20,34979.59,58.199999999999996,2035812.1379999996,0,16,6
8314,2021-11-06,토,14,117,10,47623.0,48.0,2285904.0,0,16,6
9708,2020-11-21,토,22,117,10,11294.3,18.9,213462.26999999996,0,16,6
65,2021-12-14,화,23,189,10,15098.88,31.0,468065.27999999997,0,39,6
2413,2020-06-16,화,24,189,10,6539.92,58.0,379315.36,0,39,6
3365,2020-02-21,금,12,189,30,38176.08,49.0,1870627.9200000002,0,39,6
3702,2021-07-09,금,19,189,30,25072.76,12.0,300873.12,0,39,6
4214,2021-01-08,금,23,189,20,30716.51,83.0,2549470.33,0,39,6
5666,2021-01-25,월,23,189,30,16895.47,53.0,895459.91,0,39,6
5897,2020-04-05,일,10,189,20,18437.33,19.0,350309.27,0,39,6
6554,2020-06-29,월,14,189,10,28627.45,75.0,2147058.75,0,39,6
6603,2020-01-13,월,1,189,20,20613.35,14.0,288586.89999999997,0,39,6
6639,2021-11-25,목,24,189,20,3999.69,96.0,383970.24,0,39,6
7093,2021-01-11,월,4,189,30,31860.57,43.0,1370004.51,0,39,6
7109,2021-03-10,수,6,189,10,6910.34,14.5,100199.93000000001,0,39,6
8285,2020-11-29,일,20,189,20,18193.76,17.0,309293.92,0,39,6
8296,2020-07-01,수,4,189,20,21740.32,2.5,54350.8,0,39,6
8709,2020-09-25,금,10,189,30,39894.58,32.0,1276626.56,0,39,6
66,2020-10-30,금,6,473,30,23392.46,29.0,678381.34,0,51,7
78,2020-07-28,화,5,473,30,1821.79,29.5,53742.805,0,51,7
1502,2020-12-31,목,14,473,30,19145.83,31.0,593520.7300000001,0,51,7
3385,2021-03-13,토,20,473,30,12394.04,88.0,1090675.52,0,51,7
3931,2020-08-13,목,21,473,30,14992.99,2.0,29985.98,0,51,7
5024,2020-07-17,금,18,473,30,12022.04,73.0,877608.92,0,51,7
